candidate_id,objective,success_rate,avg_cost,avg_time,avg_science,avg_runtime,w_science,w_explore,w_battery,w_obstacle,w_path,w_recovery,best_objective_so_far,best_objective_success_rate,best_objective_avg_science,best_success_rate_so_far,best_success_objective,best_success_avg_science,best_success_w_science,best_success_w_explore,best_success_w_battery,best_success_w_obstacle,best_success_w_path,best_success_w_recovery
57,-966.6720547098182,0.9666666666666667,333.3448275862069,4.181034482758621,5.413793103448276,3.3234051499903825,3.4640373982003037,4.33851649237973,4.045196870533997,203.96252451305412,12.701873017352876,1.3591202931613355,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
58,-942.0162823452066,0.9333333333333333,312.14285714285717,3.916071428571428,6.607142857142857,4.451624483339644,7.492252292529424,6.258599157142363,5.081048959942868,264.1224602970806,13.1738726323789,4.888032812442891,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
59,-961.7841005746659,0.9666666666666667,293.48275862068965,3.68103448275862,4.0344827586206895,2.439616666676011,1.4113749480085969,6.424192782063156,0.36246197436205596,196.44389531836583,18.80460482849915,17.26422533627637,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
60,-969.693452468478,0.9666666666666667,300.6551724137931,3.7724137931034485,5.0344827586206895,2.696022149982552,7.763398524130438,6.432882184423532,4.636703615866015,186.40419732898374,18.8292961755305,11.583079134023228,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
61,-958.2567335404638,0.9333333333333333,327.0,4.114285714285715,8.357142857142858,4.366748530002466,19.223811276478283,9.053506419560637,2.038332234414035,67.34032521879136,2.015560027548533,0.5466547695464918,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
62,-928.4444005642684,0.9333333333333333,345.17857142857144,4.3482142857142865,5.714285714285714,4.63314369667011,1.888859215118568,6.830067734163569,0.804767619756267,129.7439075734403,16.89750621938909,0.698158072074776,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
63,-1025.8042559165997,1.0,307.96666666666664,3.8683333333333336,6.866666666666666,1.6394821500134034,16.289369651778717,2.8185477477339993,1.269831793454397,224.18429134103766,12.57885693559768,26.32416040581159,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
64,-1019.1955258500552,1.0,298.93333333333334,3.755,6.033333333333333,1.4978948299889452,14.701420876077716,8.034809303848485,2.8921422684559346,94.35988594493071,15.012295032817168,24.20504217801792,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
65,-981.7124098270034,0.9666666666666667,318.17241379310343,4.003448275862069,6.586206896551724,2.9991272300016134,19.810102840013467,4.126176769114265,3.782979049348554,244.1032401854992,6.816070805060357,27.92271976810694,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
66,-1013.2631942500368,1.0,317.2,3.9850000000000003,5.7,1.6063611499926387,17.168255036860238,4.289940273750183,7.5336235711358235,238.6357185211706,2.062477376718652,27.076587200387,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
67,-1032.5739701166663,1.0,328.8333333333333,4.128333333333334,7.9,1.882872643333394,10.105047448957142,8.264574661077416,3.2684910502030564,273.8808071240501,7.784033574683262,0.3251295444089508,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
68,-1022.6946671832834,1.0,317.76666666666665,4.008333333333334,6.666666666666667,1.637399896676652,18.107639528385274,0.9128667678613356,3.2612050121451075,287.51549176270123,19.012142938751122,17.203136643698585,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
69,-1016.742654650039,1.0,305.3333333333333,3.8350000000000004,5.933333333333334,1.644469069992192,12.636744243395984,4.4844552197831975,3.002786639810839,132.16613634247898,13.450369121540769,22.5712358831304,-1034.8202346999556,1.0,7.733333333333333,1.0,-1025.5936600666935,6.9,16.648852816008436,2.1233911067827616,1.9000671753502962,95.85112746335845,6.0848448591907545,15.742692948967136
