candidate_id,seed,runtime_sec,failure_mode,total_cost,total_time,small_science_value,w_science,w_explore,w_battery,w_obstacle,w_path,w_recovery
0,5,0.18783529999200255,0,255.0,3.2,0,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,0,0.6234207999659702,0,263.0,3.3000000000000003,4,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,3,0.6322838999330997,0,283.0,3.5500000000000003,2,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,1,0.8838840000098571,0,243.0,3.0500000000000003,3,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,2,0.9189928999403492,0,259.0,3.25,6,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,19,0.4230402000248432,0,239.0,3.0,0,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,7,1.249454200034961,0,283.0,3.5500000000000003,8,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,4,1.541516000055708,0,255.0,3.2,13,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,9,1.4655759999295697,0,263.0,3.3000000000000003,2,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,12,1.3721934000495821,0,283.0,3.5500000000000003,9,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,22,1.2425722999032587,0,571.0,7.15,7,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,14,1.565425100037828,0,319.0,4.0,5,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,15,1.5475801000138745,0,251.0,3.1500000000000004,11,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,24,1.1174264000728726,0,314.0,3.95,1,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,17,1.5820781999500468,0,355.0,4.45,1,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,18,1.6432014999445528,0,307.0,3.85,2,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,8,2.1051933999406174,0,371.0,4.65,13,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,11,1.8984416999155656,0,275.0,3.45,11,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,25,1.2192921000532806,0,295.0,3.7,4,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,21,2.0627990000648424,0,295.0,3.7,15,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,10,2.3198598000453785,0,283.0,3.5500000000000003,9,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,26,1.3632808999391273,0,251.0,3.1500000000000004,7,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,28,0.952920800074935,0,303.0,3.8000000000000003,5,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,27,1.2835576999932528,0,307.0,3.85,2,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,20,2.6823712999466807,0,385.0,4.9,0,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,29,1.2943411999149248,0,283.0,3.5500000000000003,14,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,13,2.8854294000193477,0,727.0,9.1,16,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,23,5.818260099971667,0,794.0,10.600000000000001,4,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,6,17.94901890004985,0,2714.0,34.6,3,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
0,16,50.43749010004103,1,5001.0,68.55,6,7.49080237694725,9.50714306409916,7.34674002393291,199.66462104925915,3.1203728088487304,4.679835610086079
1,5,0.17743079992942512,0,255.0,3.2,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,0,0.5512644000118598,0,263.0,3.3000000000000003,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,3,0.5972479999763891,0,283.0,3.5500000000000003,2,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,19,0.4193665999919176,0,239.0,3.0,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,1,0.8854835999663919,0,243.0,3.0500000000000003,3,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,2,0.90794599999208,0,259.0,3.25,6,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,7,1.1238575000315905,0,279.0,3.5,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,17,1.1252613998949528,0,323.0,4.05,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,9,1.2626521000638604,0,247.0,3.1,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,12,1.3312221000669524,0,287.0,3.6,1,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,15,1.4541129000717774,0,259.0,3.25,5,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,18,1.5254492999520153,0,283.0,3.5500000000000003,6,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,6,1.676416700007394,0,283.0,3.5500000000000003,3,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,11,1.7093977999174967,0,279.0,3.5,11,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,8,1.7228337000124156,0,359.0,4.5,9,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,22,1.19954990001861,0,575.0,7.2,2,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,4,1.8430441999807954,0,263.0,3.3000000000000003,13,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,13,2.0359096999745816,0,471.0,5.9,1,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,28,0.771668899920769,0,287.0,3.6,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,25,1.0719486000016332,0,283.0,3.5500000000000003,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,10,2.3164997999556363,0,311.0,3.9000000000000004,6,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,21,1.8454744999762625,0,263.0,3.3000000000000003,1,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,14,2.502322099986486,0,459.0,5.75,3,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,26,1.391885899938643,0,247.0,3.1,7,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,29,1.4709489999804646,0,275.0,3.45,6,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,16,3.100407800055109,0,349.0,4.4,0,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
1,27,1.8628593999892473,0,331.0,4.15,2,1.1616722433639892,8.661761457749352,6.051038616257767,227.01814444901137,0.41168988591604894,29.09729556485983
