planner_type,candidate_id,objective,success_rate,avg_cost,avg_time,avg_science,avg_runtime,params,best_objective_so_far,best_success_rate_so_far
cross_entropy,6,-575.9566056333406,0.8,510.4166666666667,6.5083333333333355,2.8333333333333335,38.96534553999857,"{'horizon': 7, 'num_samples': 27, 'num_elites': 3, 'iterations': 11, 'smoothing': 0.44159095184937347}",-958.6390550333758,1.0
cross_entropy,7,-364.10139672729235,0.7333333333333333,408.45454545454544,5.118181818181818,3.909090909090909,72.47184186666273,"{'horizon': 13, 'num_samples': 38, 'num_elites': 9, 'iterations': 10, 'smoothing': 0.7263977338114724}",-958.6390550333758,1.0
cross_entropy,8,-480.68162499996834,0.8,512.0833333333334,6.5625,4.25,60.809508333339664,"{'horizon': 15, 'num_samples': 66, 'num_elites': 30, 'iterations': 4, 'smoothing': 0.31885751141204055}",-958.6390550333758,1.0
cross_entropy,9,-595.4709718666195,0.8,438.3333333333333,5.491666666666667,4.083333333333333,39.207472293342775,"{'horizon': 7, 'num_samples': 76, 'num_elites': 6, 'iterations': 8, 'smoothing': 0.6626504275666905}",-958.6390550333758,1.0
cross_entropy,10,-737.9045870690971,0.8666666666666667,532.3846153846154,6.6692307692307695,2.3076923076923075,18.386262073360072,"{'horizon': 15, 'num_samples': 39, 'num_elites': 13, 'iterations': 5, 'smoothing': 0.8657121423347887}",-958.6390550333758,1.0
cross_entropy,11,-287.49835670004126,0.6666666666666666,570.9,7.265000000000001,3.1,69.16266199332507,"{'horizon': 5, 'num_samples': 95, 'num_elites': 29, 'iterations': 7, 'smoothing': 0.8282807034091546}",-958.6390550333758,1.0
cross_entropy,12,-458.27572127275414,0.7333333333333333,530.0,6.6409090909090915,2.6363636363636362,48.35606786666128,"{'horizon': 11, 'num_samples': 66, 'num_elites': 15, 'iterations': 6, 'smoothing': 0.8228763541126307}",-958.6390550333758,1.0
cross_entropy,13,-547.8200661999639,0.8,680.0,8.6625,2.9166666666666665,40.93682009334055,"{'horizon': 14, 'num_samples': 52, 'num_elites': 14, 'iterations': 5, 'smoothing': 0.8355353990939867}",-958.6390550333758,1.0
cross_entropy,14,-520.4738321332959,0.8,481.3333333333333,6.066666666666666,3.1666666666666665,51.39856690667414,"{'horizon': 9, 'num_samples': 99, 'num_elites': 28, 'iterations': 10, 'smoothing': 0.49080208498311834}",-958.6390550333758,1.0
cross_entropy,15,-940.9668436333569,1.0,382.73333333333335,4.796666666666667,3.8,10.792631273328636,"{'horizon': 15, 'num_samples': 25, 'num_elites': 22, 'iterations': 10, 'smoothing': 0.4828687548948174}",-958.6390550333758,1.0
cross_entropy,16,-398.44820856966044,0.7333333333333333,471.72727272727275,5.909090909090909,5.181818181818182,66.7242976800073,"{'horizon': 13, 'num_samples': 94, 'num_elites': 10, 'iterations': 10, 'smoothing': 0.59089798281539}",-958.6390550333758,1.0
cross_entropy,17,-184.63404573323982,0.6666666666666666,740.1,9.265,2.9,85.55152418668537,"{'horizon': 14, 'num_samples': 75, 'num_elites': 12, 'iterations': 9, 'smoothing': 0.8657458223475116}",-958.6390550333758,1.0
cross_entropy,18,-610.9292562796538,0.8666666666666667,881.2307692307693,11.25769230769231,3.3076923076923075,37.88671284663336,"{'horizon': 11, 'num_samples': 56, 'num_elites': 26, 'iterations': 5, 'smoothing': 0.5181777614275764}",-958.6390550333758,1.0
cross_entropy,19,-451.009428933325,0.8,728.8333333333334,9.329166666666667,3.8333333333333335,61.02228088000168,"{'horizon': 14, 'num_samples': 82, 'num_elites': 22, 'iterations': 8, 'smoothing': 0.5983491035354314}",-958.6390550333758,1.0
genetic,0,-652.0486447000333,0.8,390.6666666666667,4.895833333333333,3.0833333333333335,26.964437726660012,"{'horizon': 13, 'population_size': 68, 'generations': 4, 'elite_fraction': 0.22593765813010153, 'mutation_rate': 0.03698798791249648, 'crossover_rate': 0.5671878785419668}",-652.0486447000333,0.8
genetic,1,-183.1640787333762,0.6666666666666666,770.6,9.645000000000001,3.9,87.15951758665808,"{'horizon': 4, 'population_size': 72, 'generations': 14, 'elite_fraction': 0.20672410760058207, 'mutation_rate': 0.20245471939353818, 'crossover_rate': 0.7556180343276362}",-652.0486447000333,0.8
genetic,2,-391.72177376664547,0.6666666666666666,674.8,8.525,3.2,46.18797858000423,"{'horizon': 10, 'population_size': 78, 'generations': 3, 'elite_fraction': 0.30487572201415086, 'mutation_rate': 0.14136843379735356, 'crossover_rate': 0.7793834983561476}",-652.0486447000333,0.8
genetic,3,-656.2451622333222,0.8,519.3333333333334,6.504166666666667,2.25,21.563467553335553,"{'horizon': 13, 'population_size': 67, 'generations': 3, 'elite_fraction': 0.10275114038790031, 'mutation_rate': 0.18770559632443712, 'crossover_rate': 0.8174876840745291}",-656.2451622333222,0.8
genetic,4,-590.6977654667182,0.8,577.9166666666666,7.270833333333333,3.1666666666666665,35.18128023998967,"{'horizon': 14, 'population_size': 78, 'generations': 6, 'elite_fraction': 0.055805740124749655, 'mutation_rate': 0.18899070923876268, 'crossover_rate': 0.5358974651187628}",-656.2451622333222,0.8
genetic,5,-485.54768178480964,0.7333333333333333,389.90909090909093,4.886363636363637,3.4545454545454546,47.69076667334108,"{'horizon': 11, 'population_size': 52, 'generations': 10, 'elite_fraction': 0.18535737120518808, 'mutation_rate': 0.32912089628312236, 'crossover_rate': 0.482512566487596}",-656.2451622333222,0.8
genetic,6,-58.63950893336454,0.5333333333333333,345.0,4.325,4.25,95.67376487999378,"{'horizon': 4, 'population_size': 42, 'generations': 12, 'elite_fraction': 0.14027956970030447, 'mutation_rate': 0.23779473519127906, 'crossover_rate': 0.8903333201207295}",-656.2451622333222,0.8
genetic,7,-688.7864512665974,0.8,379.3333333333333,4.758333333333334,3.3333333333333335,20.371043080013866,"{'horizon': 4, 'population_size': 20, 'generations': 14, 'elite_fraction': 0.24540270876248416, 'mutation_rate': 0.31126999325248206, 'crossover_rate': 0.5132242650048277}",-688.7864512665974,0.8
genetic,8,-733.3094676410011,0.8666666666666667,484.84615384615387,6.073076923076924,3.4615384615384617,22.68297826667161,"{'horizon': 5, 'population_size': 39, 'generations': 10, 'elite_fraction': 0.19157784449276655, 'mutation_rate': 0.3129641325911167, 'crossover_rate': 0.9105570692605076}",-733.3094676410011,0.8666666666666667
genetic,9,-790.3653653524294,0.9333333333333333,661.7142857142857,8.457142857142857,3.0714285714285716,19.810736453323624,"{'horizon': 8, 'population_size': 59, 'generations': 6, 'elite_fraction': 0.25324031750275916, 'mutation_rate': 0.1428533129653752, 'crossover_rate': 0.9640800654746671}",-790.3653653524294,0.9333333333333333
genetic,10,-502.89602863341725,0.6666666666666666,583.5,7.31,3.8,27.222127606649885,"{'horizon': 4, 'population_size': 21, 'generations': 8, 'elite_fraction': 0.20694845004518658, 'mutation_rate': 0.3481709626615708, 'crossover_rate': 0.5055551516064073}",-790.3653653524294,0.9333333333333333
genetic,11,-846.5801812856869,0.9333333333333333,433.64285714285717,5.460714285714286,3.9285714285714284,15.442773266672157,"{'horizon': 7, 'population_size': 67, 'generations': 6, 'elite_fraction': 0.178264074604001, 'mutation_rate': 0.2655762726086655, 'crossover_rate': 0.8325639545512775}",-846.5801812856869,0.9333333333333333
genetic,12,-711.2165459129064,0.8666666666666667,535.6923076923077,6.876923076923077,3.769230769230769,26.539254919982827,"{'horizon': 14, 'population_size': 78, 'generations': 5, 'elite_fraction': 0.2727164163650634, 'mutation_rate': 0.10265240013984277, 'crossover_rate': 0.7539225085363264}",-846.5801812856869,0.9333333333333333
genetic,13,-574.0138674334466,0.8,475.0,5.949999999999999,3.6666666666666665,41.84055984664398,"{'horizon': 10, 'population_size': 46, 'generations': 13, 'elite_fraction': 0.32818395623957697, 'mutation_rate': 0.18587024072471336, 'crossover_rate': 0.7461423307758155}",-846.5801812856869,0.9333333333333333
genetic,14,-287.48169933330576,0.6666666666666666,282.6,3.5450000000000004,4.0,77.47599346667218,"{'horizon': 7, 'population_size': 79, 'generations': 15, 'elite_fraction': 0.22471768295966332, 'mutation_rate': 0.2087613857390304, 'crossover_rate': 0.8611324085837854}",-846.5801812856869,0.9333333333333333
genetic,15,-361.88913229083715,0.7333333333333333,468.27272727272725,5.8909090909090915,4.090909090909091,71.92702202668103,"{'horizon': 14, 'population_size': 49, 'generations': 15, 'elite_fraction': 0.1478461196288655, 'mutation_rate': 0.31155302734786544, 'crossover_rate': 0.8486312643384484}",-846.5801812856869,0.9333333333333333
genetic,16,-392.14589133337125,0.7333333333333333,501.0,6.368181818181819,5.181818181818182,67.30748839999238,"{'horizon': 15, 'population_size': 68, 'generations': 7, 'elite_fraction': 0.2503023642097934, 'mutation_rate': 0.343509422626295, 'crossover_rate': 0.4452077536036769}",-846.5801812856869,0.9333333333333333
genetic,17,-665.6989863000034,0.8,595.0833333333334,7.750000000000001,3.9166666666666665,21.241869406665987,"{'horizon': 3, 'population_size': 22, 'generations': 4, 'elite_fraction': 0.24488044186042257, 'mutation_rate': 0.3289310754730577, 'crossover_rate': 0.8176178780049839}",-846.5801812856869,0.9333333333333333
genetic,18,-559.639700899995,0.8,488.6666666666667,6.120833333333333,3.0833333333333335,43.24122648666768,"{'horizon': 4, 'population_size': 51, 'generations': 8, 'elite_fraction': 0.1755263734536574, 'mutation_rate': 0.10387400419301379, 'crossover_rate': 0.5771743530513632}",-846.5801812856869,0.9333333333333333
genetic,19,-528.750302503059,0.7333333333333333,559.2727272727273,7.00909090909091,2.727272727272727,33.78387889332759,"{'horizon': 3, 'population_size': 28, 'generations': 13, 'elite_fraction': 0.2981188489185415, 'mutation_rate': 0.20243059237960953, 'crossover_rate': 0.5779060861886791}",-846.5801812856869,0.9333333333333333
